phone_number,call_timestamp,call_duration_sec,call_frequency_24h,is_international,country_code,number_length,is_toll_free,is_premium_rate,sequential_digits,hour_of_day,is_weekend,country_mismatch,repeated_calls_same_number,label
+12021798248,2024-04-24 16:15:41,250,2,0,+1,11,0,0,0,16,0,0,0,legitimate
+15038243230,2024-10-20 20:28:22,274,5,0,+1,11,0,0,0,20,1,0,1,legitimate
+18669923588,2024-07-27 22:36:07,8,24,0,+1,11,1,0,0,22,1,0,11,robocall
+11234567890,2024-11-18 10:23:54,0,5,0,+1,11,0,0,1,10,0,1,10,spoofed
+444150872,2024-03-24 08:48:01,7,9,1,+44,9,0,0,0,8,1,1,14,spam
+18004875949,2024-07-27 03:51:54,89,2,0,+1,11,1,0,0,3,1,0,2,legitimate
+662004113018,2024-07-13 05:59:30,15,12,1,+66,12,0,0,0,5,1,1,11,spam
+18774997939,2024-03-31 01:05:38,505,1,0,+1,11,1,0,0,1,1,0,2,legitimate
+14861111111,2024-08-19 12:29:26,4,7,0,+1,11,0,0,1,12,0,1,17,spoofed
+12126874414,2024-08-15 10:41:02,0,40,0,+1,11,0,0,0,10,0,0,15,robocall
+66309288885,2024-08-14 12:53:41,13,13,1,+66,11,0,0,0,12,0,1,15,spam
+12027834566,2024-06-04 12:05:12,286,3,0,+1,11,0,0,1,12,0,0,2,legitimate
+15038759467,2024-11-22 03:52:09,242,2,0,+1,11,0,0,0,3,0,0,2,legitimate
+13125469550,2024-04-23 09:04:46,425,4,0,+1,11,0,0,0,9,0,0,0,legitimate
+19766740116,2024-04-19 03:32:45,415,5,0,+1,11,0,1,0,3,0,0,2,legitimate
+13125491532,2024-07-11 14:04:31,40,1,0,+1,11,0,0,0,14,0,0,1,legitimate
+10123456789,2024-09-27 07:35:12,4,10,0,+1,11,0,0,1,7,0,1,4,spoofed
+14048884225,2024-12-22 08:11:51,138,3,0,+1,11,0,0,0,8,1,0,0,legitimate
+17027360307,2024-06-16 06:29:20,375,4,0,+1,11,0,0,0,6,1,0,1,legitimate
+18887407174,2024-08-17 22:08:16,83,3,0,+1,11,1,0,0,22,1,0,1,legitimate
+17021921289,2024-05-21 19:40:21,152,1,0,+1,11,0,0,0,19,0,0,2,legitimate
+18665949935,2024-08-31 02:32:11,4,38,0,+1,11,1,0,0,2,1,0,7,robocall
+13058676979,2024-11-14 21:41:02,4,46,0,+1,11,0,0,0,21,0,0,9,robocall
+18724546175,2024-05-13 17:06:10,8,15,0,+1,11,0,0,0,17,0,0,2,voip_fraud
+9989018143403,2024-12-23 13:37:37,4,19,1,+99,13,0,0,0,13,0,1,1,spam
+12880000000,2024-09-06 04:21:29,1,3,0,+1,11,0,0,1,4,0,1,19,spoofed
+8552395772358,2024-02-25 02:25:37,12,3,1,+85,13,0,0,0,2,1,1,1,spam
+16176243501,2024-11-20 15:50:17,598,3,0,+1,11,0,0,0,15,0,0,2,legitimate
+15039821064,2024-06-25 14:42:40,0,27,0,+1,11,0,0,0,14,0,0,6,robocall
+18882046886,2024-02-27 12:15:35,385,4,0,+1,11,1,0,0,12,0,0,0,legitimate
+18006840068,2024-10-26 19:53:25,99,1,0,+1,11,1,0,0,19,1,0,0,legitimate
+13469021538,2024-05-10 15:53:52,8,17,0,+1,11,0,0,0,15,0,0,2,voip_fraud
+18881876263,2024-08-04 12:33:59,550,1,0,+1,11,1,0,0,12,1,0,1,legitimate
+18888311787,2024-07-31 07:11:38,0,49,0,+1,11,1,0,0,7,0,0,16,robocall
+86499591567,2024-09-28 23:39:18,10,6,1,+86,11,0,0,0,23,1,1,2,spam
+16176208017,2024-03-29 10:36:24,217,2,0,+1,11,0,0,0,10,0,0,1,legitimate
+13053808140,2024-03-15 10:16:36,2,35,0,+1,11,0,0,0,10,0,0,16,robocall
+17026082100,2024-04-04 09:26:08,510,1,0,+1,11,0,0,0,9,0,0,0,legitimate
+10123456789,2024-02-19 06:01:20,5,9,0,+1,11,0,0,1,6,0,1,6,spoofed
+15034135129,2024-03-14 06:59:23,467,1,0,+1,11,0,0,0,6,0,0,1,legitimate
+18669790723,2024-06-21 17:47:35,478,1,0,+1,11,1,0,0,17,0,0,0,legitimate
+14042852730,2024-05-18 06:33:16,7,22,0,+1,11,0,0,0,6,1,0,0,robocall
+19720000000,2024-09-18 09:49:18,3,6,0,+1,11,0,0,1,9,0,1,19,spoofed
+18777336176,2024-05-08 09:35:23,446,4,0,+1,11,1,0,0,9,0,0,2,legitimate
+13053665065,2024-09-26 05:45:34,31,1,0,+1,11,0,0,0,5,0,0,2,legitimate
+13055952490,2024-07-12 01:45:18,990,1,0,+1,11,0,0,0,1,0,0,1,premium_rate
+18002835292,2024-09-09 03:11:11,175,4,0,+1,11,1,0,0,3,0,0,1,legitimate
+17376651868,2024-07-26 22:42:28,8,15,0,+1,11,0,0,0,22,0,0,1,voip_fraud
+16692827769,2024-08-21 21:21:23,10,13,0,+1,11,0,0,0,21,0,0,1,voip_fraud
+13461271432,2024-06-27 11:49:03,7,5,0,+1,11,0,0,0,11,0,0,2,voip_fraud
+15060000000,2024-08-10 15:17:31,2,9,0,+1,11,0,0,1,15,1,1,13,spoofed
+12009997542,2024-09-30 23:05:46,2,8,0,+1,11,0,0,0,23,0,1,2,spoofed
+18008904650,2024-10-16 17:21:23,2,12,0,+1,11,1,0,0,17,0,0,3,robocall
+17135777578,2024-10-06 20:17:17,293,3,0,+1,11,0,0,0,20,1,0,0,legitimate
+16179870326,2024-12-12 04:20:43,371,2,0,+1,11,0,0,0,4,0,0,0,legitimate
+19003830256,2024-07-26 00:31:06,560,4,0,+1,11,0,1,0,0,0,0,2,legitimate
+18003356960,2024-10-19 01:17:16,1793,2,0,+1,11,1,0,0,1,1,0,2,premium_rate
+19340000000,2024-09-26 14:23:20,0,10,0,+1,11,0,0,1,14,0,1,9,spoofed
+17626831935,2024-06-08 07:11:27,8,19,0,+1,11,0,0,0,7,1,0,0,voip_fraud
+17135312068,2024-01-17 04:40:04,322,1,0,+1,11,0,0,0,4,0,0,2,legitimate
+23445344014879,2024-09-30 15:02:25,8,14,1,+23,14,0,0,0,15,0,1,10,spam
+14159076699,2024-01-10 11:20:19,299,2,0,+1,11,0,0,0,11,0,0,2,legitimate
+17028914866,2024-05-23 02:22:48,125,4,0,+1,11,0,0,0,2,0,0,2,legitimate
+18002737717,2024-06-11 01:04:23,6,32,0,+1,11,1,0,0,1,0,0,0,robocall
+17137021425,2024-03-12 18:02:42,7,8,0,+1,11,0,0,0,18,0,0,13,robocall
+13057134925,2024-10-16 16:07:34,1364,2,0,+1,11,0,0,0,16,0,0,1,premium_rate
+19767687292,2024-02-10 04:15:37,438,1,0,+1,11,0,1,0,4,1,0,0,legitimate
+16285213698,2024-12-07 09:23:40,0,11,0,+1,11,0,0,0,9,1,0,0,voip_fraud
+16176729313,2024-12-02 02:30:50,8,49,0,+1,11,0,0,0,2,0,0,1,robocall
+18005545695,2024-06-06 06:01:00,505,3,0,+1,11,1,0,0,6,0,0,1,legitimate
+99855579845,2024-08-21 21:52:25,2,15,1,+99,11,0,0,0,21,0,1,17,spam
+18664708854,2024-06-02 18:59:53,46,1,0,+1,11,1,0,0,18,1,0,0,legitimate
+12009990512,2024-09-26 08:24:18,5,4,0,+1,11,0,0,0,8,0,1,15,spoofed
+18888383252,2024-12-15 08:28:48,1729,1,0,+1,11,1,0,0,8,1,0,1,premium_rate
+19763605305,2024-10-23 01:38:57,0,15,0,+1,11,0,1,0,1,0,0,1,robocall
+17022122822,2024-08-18 12:49:12,312,2,0,+1,11,0,0,0,12,1,0,1,legitimate
+441033093985,2024-11-22 23:11:18,14,7,1,+44,12,0,0,0,23,0,1,8,spam
+12024496712,2024-08-29 17:37:21,426,2,0,+1,11,0,0,0,17,0,0,0,legitimate
+7510189795,2024-01-31 06:23:09,6,21,1,+75,10,0,0,0,6,0,1,16,spam
+13461068460,2024-05-20 04:53:47,4,10,0,+1,11,0,0,0,4,0,0,2,voip_fraud
+14049195644,2024-08-02 13:37:32,5,42,0,+1,11,0,0,0,13,0,0,2,robocall
+16172454959,2024-12-12 02:00:06,5,40,0,+1,11,0,0,0,2,0,0,0,robocall
+14041362822,2024-07-10 06:39:18,2,8,0,+1,11,0,0,0,6,0,0,9,robocall
+18775721773,2024-06-25 12:06:33,6,40,0,+1,11,1,0,0,12,0,0,20,robocall
+13052906085,2024-08-16 06:39:13,246,5,0,+1,11,0,0,0,6,0,0,2,legitimate
+17269274333,2024-09-07 00:10:17,6,14,0,+1,11,0,0,0,0,1,0,0,voip_fraud
+15036850103,2024-02-27 18:35:22,1,17,0,+1,11,0,0,0,18,0,0,16,robocall
+12127968600,2024-08-28 01:16:35,79,2,0,+1,11,0,0,0,1,0,0,2,legitimate
+14705061791,2024-05-09 00:58:01,5,13,0,+1,11,0,0,0,0,0,0,0,voip_fraud
+18008079391,2024-07-05 10:50:45,324,2,0,+1,11,1,0,0,10,0,0,2,legitimate
+18008794990,2024-04-05 05:48:33,8,14,0,+1,11,1,0,0,5,0,0,19,robocall
+44063622855,2024-09-07 20:34:17,5,9,1,+44,11,0,0,0,20,1,1,10,spam
+234563143027,2024-02-04 19:32:08,12,12,1,+23,12,0,0,1,19,1,1,18,spam
+18888181758,2024-09-29 19:30:45,2,47,0,+1,11,1,0,0,19,1,0,1,robocall
+12009990471,2024-10-10 21:53:14,5,7,0,+1,11,0,0,0,21,0,1,0,spoofed
+17139597054,2024-08-01 14:32:47,2,5,0,+1,11,0,0,0,14,0,0,1,robocall
+12009990655,2024-03-31 10:15:03,4,1,0,+1,11,0,0,0,10,1,1,13,spoofed
+7324293278,2024-07-18 07:37:34,4,9,1,+73,10,0,0,0,7,0,1,17,spam
+19005523710,2024-09-06 21:27:39,0,32,0,+1,11,0,1,0,21,0,0,2,robocall
+19763597905,2024-06-13 18:22:52,469,1,0,+1,11,0,1,0,18,0,0,1,legitimate
+19767723928,2024-07-27 18:03:37,8,44,0,+1,11,0,1,0,18,1,0,9,robocall
+18665249180,2024-06-25 10:10:20,209,4,0,+1,11,1,0,0,10,0,0,2,legitimate
+9182376324450,2024-05-15 03:53:50,13,27,1,+91,13,0,0,0,3,0,1,4,spam
+18773759149,2024-11-16 21:15:38,1175,2,0,+1,11,1,0,0,21,1,0,0,premium_rate
+4402719852,2024-08-03 09:45:17,9,13,1,+44,10,0,0,0,9,1,1,4,spam
+19764225657,2024-05-06 08:35:19,260,3,0,+1,11,0,1,0,8,0,0,1,legitimate
+15035179026,2024-10-14 05:24:39,166,5,0,+1,11,0,0,0,5,0,0,1,legitimate
+666131027,2024-10-22 03:39:56,9,30,1,+66,9,0,0,0,3,0,1,5,spam
+18006551876,2024-02-26 18:01:09,65,3,0,+1,11,1,0,0,18,0,0,0,legitimate
+12009990878,2024-09-02 14:54:02,2,1,0,+1,11,0,0,0,14,0,1,5,spoofed
+8557239179,2024-03-29 05:22:00,3,15,1,+85,10,0,0,0,5,0,1,12,spam
+18007517607,2024-08-15 01:38:47,6,34,0,+1,11,1,0,0,1,0,0,17,robocall
+16172557636,2024-10-21 02:53:01,508,3,0,+1,11,0,0,0,2,0,0,0,legitimate
+18883264845,2024-01-07 04:19:21,5,22,0,+1,11,1,0,0,4,1,0,11,robocall
+12122639245,2024-12-04 09:36:10,453,2,0,+1,11,0,0,0,9,0,0,0,legitimate
+18001081973,2024-10-27 10:36:48,129,3,0,+1,11,1,0,0,10,1,0,1,legitimate
+16693559405,2024-11-28 09:15:45,6,5,0,+1,11,0,0,0,9,0,0,2,voip_fraud
+12121203369,2024-09-27 20:56:36,270,3,0,+1,11,0,0,0,20,0,0,0,premium_rate
+14041355484,2024-02-08 11:18:15,255,3,0,+1,11,0,0,0,11,0,0,1,legitimate
+17028011935,2024-11-22 12:54:33,272,3,0,+1,11,0,0,0,12,0,0,0,legitimate
+13110000000,2024-03-23 17:57:05,2,7,0,+1,11,0,0,1,17,1,1,8,spoofed
+12009999442,2024-04-02 03:11:41,2,6,0,+1,11,0,0,1,3,0,1,4,spoofed
+18773054926,2024-03-25 13:15:23,4,15,0,+1,11,1,0,0,13,0,0,20,robocall
+17800000000,2024-07-07 16:27:04,4,10,0,+1,11,0,0,1,16,1,1,15,spoofed
+3801084145438,2024-05-26 01:44:44,6,25,1,+38,13,0,0,0,1,1,1,3,spam
+443961747477,2024-05-18 20:42:42,2,19,1,+44,12,0,0,0,20,1,1,15,spam
+14156496406,2024-08-17 18:12:58,498,4,0,+1,11,0,0,0,18,1,0,0,legitimate
+18662172164,2024-10-24 03:56:54,279,4,0,+1,11,1,0,0,3,0,0,2,legitimate
+11234567890,2024-08-27 21:25:17,2,8,0,+1,11,0,0,1,21,0,1,4,spoofed
+12029459692,2024-06-13 07:39:11,1622,2,0,+1,11,0,0,0,7,0,0,0,premium_rate
+12021174712,2024-09-17 05:10:30,2,13,0,+1,11,0,0,0,5,0,0,1,voip_fraud
+11234567890,2024-09-07 22:43:37,4,9,0,+1,11,0,0,1,22,1,1,0,spoofed
+17133219587,2024-01-17 02:29:14,583,2,0,+1,11,0,0,0,2,0,0,0,legitimate
+16697790973,2024-03-13 01:42:24,8,18,0,+1,11,0,0,0,1,0,0,2,voip_fraud
+14045279840,2024-09-27 23:31:25,2,12,0,+1,11,0,0,0,23,0,0,7,robocall
+13058671288,2024-01-08 05:06:53,159,3,0,+1,11,0,0,0,5,0,0,2,legitimate
+10123456789,2024-08-11 22:21:07,2,8,0,+1,11,0,0,1,22,1,1,0,spoofed
+13462226718,2024-04-22 17:47:09,10,6,0,+1,11,0,0,0,17,0,0,0,voip_fraud
+17029180475,2024-04-13 00:09:19,8,31,0,+1,11,0,0,0,0,1,0,1,robocall
+16173360010,2024-07-28 15:34:08,839,3,0,+1,11,0,0,0,15,1,0,0,premium_rate
+19768584593,2024-02-15 08:51:01,233,3,0,+1,11,0,1,0,8,0,0,2,legitimate
+13464284000,2024-03-03 06:12:34,7,5,0,+1,11,0,0,0,6,1,0,1,voip_fraud
+17139203952,2024-07-09 23:47:00,168,5,0,+1,11,0,0,0,23,0,0,2,legitimate
+72121813467,2024-07-30 14:56:22,13,27,1,+72,11,0,0,0,14,0,1,16,spam
+13055147107,2024-12-22 10:22:52,4,44,0,+1,11,0,0,0,10,1,0,20,robocall
+13465383201,2024-06-10 00:03:32,8,11,0,+1,11,0,0,0,0,0,0,0,voip_fraud
+12126276137,2024-11-30 15:57:16,565,4,0,+1,11,0,0,0,15,1,0,1,legitimate
+913426272251,2024-11-24 21:17:24,9,29,1,+91,12,0,0,0,21,1,1,19,spam
+14381111111,2024-03-31 15:07:42,1,3,0,+1,11,0,0,1,15,1,1,9,spoofed
+12021772039,2024-10-18 14:04:59,8,5,0,+1,11,0,0,0,14,0,0,0,robocall
+15033632813,2024-07-04 16:42:54,2,9,0,+1,11,0,0,0,16,0,0,13,robocall
+11234567890,2024-07-22 14:25:43,2,8,0,+1,11,0,0,1,14,0,1,11,spoofed
+18004331744,2024-09-24 10:32:48,160,3,0,+1,11,1,0,0,10,0,0,0,legitimate
+12027042169,2024-07-28 17:51:25,169,2,0,+1,11,0,0,0,17,1,0,2,legitimate
+16171428854,2024-10-31 07:31:13,146,2,0,+1,11,0,0,0,7,0,0,1,legitimate
+12129205296,2024-05-28 11:54:12,2,19,0,+1,11,0,0,0,11,0,0,2,robocall
+17025110017,2024-08-28 11:39:50,35,3,0,+1,11,0,0,0,11,0,0,1,legitimate
+18883314967,2024-02-21 05:10:10,1222,2,0,+1,11,1,0,0,5,0,0,1,premium_rate
+15038617224,2024-12-01 04:54:32,138,2,0,+1,11,0,0,0,4,1,0,0,legitimate
+18773439118,2024-05-16 16:36:03,34,1,0,+1,11,1,0,0,16,0,0,0,legitimate
+16581111111,2024-12-03 11:06:43,0,4,0,+1,11,0,0,1,11,0,1,9,spoofed
+14045791193,2024-04-17 12:12:36,4,48,0,+1,11,0,0,0,12,0,0,5,robocall
+18661405949,2024-07-25 23:46:05,6,26,0,+1,11,1,0,0,23,0,0,20,robocall
+23425371107,2024-02-23 08:52:39,3,27,1,+23,11,0,0,0,8,0,1,12,spam
+14154674225,2024-04-29 04:55:08,542,3,0,+1,11,0,0,0,4,0,0,1,legitimate
+18669468296,2024-04-12 22:51:39,712,3,0,+1,11,1,0,0,22,0,0,1,premium_rate
+12129710399,2024-05-09 15:57:55,411,3,0,+1,11,0,0,0,15,0,0,2,legitimate
+14701334501,2024-02-23 17:35:41,5,15,0,+1,11,0,0,0,17,0,0,1,voip_fraud
+234331544694,2024-03-24 05:47:49,15,13,1,+23,12,0,0,0,5,1,1,0,spam
+38089866441966,2024-10-09 09:01:46,12,22,1,+38,14,0,0,0,9,0,1,20,spam
+14156857170,2024-11-18 17:03:24,520,1,0,+1,11,0,0,0,17,0,0,2,legitimate
+15038618623,2024-04-22 01:14:21,712,2,0,+1,11,0,0,0,1,0,0,1,premium_rate
+13052228019,2024-04-29 16:30:12,0,29,0,+1,11,0,0,0,16,0,0,7,robocall
+15031512234,2024-11-15 04:22:43,183,2,0,+1,11,0,0,0,4,0,0,2,legitimate
+12022902047,2024-08-12 06:21:04,1,13,0,+1,11,0,0,0,6,0,0,4,robocall
+14048996310,2024-10-26 10:32:10,135,3,0,+1,11,0,0,0,10,1,0,2,legitimate
+14701201345,2024-08-19 12:20:11,5,4,0,+1,11,0,0,0,12,0,0,0,voip_fraud
+18009616768,2024-07-24 12:14:22,473,3,0,+1,11,1,0,0,12,0,0,2,legitimate
+19768146314,2024-07-28 13:57:58,203,5,0,+1,11,0,1,0,13,1,0,1,legitimate
+62092646626,2024-05-15 12:44:47,5,24,1,+62,11,0,0,0,12,0,1,13,spam
+14400000000,2024-12-30 23:35:01,0,9,0,+1,11,0,0,1,23,0,1,4,spoofed
+14706345920,2024-07-12 00:41:54,0,14,0,+1,11,0,0,0,0,0,0,0,voip_fraud
+2344925030,2024-05-05 13:15:56,14,30,1,+23,10,0,0,0,13,1,1,13,spam
+17865343413,2024-09-01 18:37:03,1,2,0,+1,11,0,0,0,18,1,0,2,voip_fraud
+18666017161,2024-09-20 00:30:32,290,1,0,+1,11,1,0,0,0,0,0,1,legitimate
+15035875607,2024-04-27 15:43:11,584,2,0,+1,11,0,0,0,15,1,0,2,legitimate
+18001825767,2024-04-11 12:34:28,146,3,0,+1,11,1,0,0,12,0,0,2,legitimate
+18003121432,2024-09-28 01:29:28,282,3,0,+1,11,1,0,0,1,1,0,1,legitimate
+18007860502,2024-11-07 23:24:56,1272,3,0,+1,11,1,0,0,23,0,0,1,premium_rate
+19002224820,2024-09-10 20:50:54,596,2,0,+1,11,0,1,0,20,0,0,0,legitimate
+19002316540,2024-09-10 21:05:45,2,10,0,+1,11,0,1,0,21,0,0,16,robocall
+13055157910,2024-07-21 21:07:12,1552,1,0,+1,11,0,0,0,21,1,0,1,premium_rate
+2345799715,2024-03-18 03:27:55,15,17,1,+23,10,0,0,1,3,0,1,12,spam
+17265326717,2024-10-06 09:30:32,9,5,0,+1,11,0,0,0,9,1,0,1,voip_fraud
+18725921457,2024-01-06 01:16:44,3,7,0,+1,11,0,0,0,1,1,0,2,voip_fraud
+17023337324,2024-09-18 14:14:58,205,1,0,+1,11,0,0,0,14,0,0,0,legitimate
+11234567890,2024-10-26 22:22:30,1,1,0,+1,11,0,0,1,22,1,1,19,spoofed
+7562331872,2024-06-28 20:54:50,6,3,1,+75,10,0,0,0,20,0,1,3,spam
+12129631456,2024-12-05 22:31:09,91,1,0,+1,11,0,0,0,22,0,0,0,legitimate
+19008892174,2024-12-30 03:20:24,367,1,0,+1,11,0,1,0,3,0,0,0,legitimate
+15031731689,2024-01-26 12:36:47,571,2,0,+1,11,0,0,0,12,0,0,1,legitimate
+16173937672,2024-07-02 07:58:09,53,2,0,+1,11,0,0,0,7,0,0,1,legitimate
+4471344311399,2024-11-04 03:32:01,10,29,1,+44,13,0,0,0,3,0,1,1,spam
+4477126166,2024-05-08 15:16:08,14,18,1,+44,10,0,0,0,15,0,1,15,spam
+2340081666855,2024-06-24 09:36:06,7,19,1,+23,13,0,0,0,9,0,1,7,spam
+13127031064,2024-09-05 07:16:51,118,3,0,+1,11,0,0,0,7,0,0,2,legitimate
+12129404411,2024-09-07 05:20:43,339,4,0,+1,11,0,0,0,5,1,0,1,legitimate
+18009303263,2024-12-06 09:28:10,97,3,0,+1,11,1,0,0,9,0,0,1,legitimate
+16540000000,2024-07-07 18:46:06,3,1,0,+1,11,0,0,1,18,1,1,14,spoofed
+915489543845,2024-10-18 10:42:57,10,29,1,+91,12,0,0,0,10,0,1,7,spam
+9194418541215,2024-04-05 03:07:50,8,29,1,+91,13,0,0,0,3,0,1,11,spam
+16172863217,2024-02-10 17:28:56,433,3,0,+1,11,0,0,0,17,1,0,1,legitimate
+99876735606,2024-08-24 09:38:21,12,21,1,+99,11,0,0,0,9,1,1,9,spam
+16174433479,2024-11-28 19:26:50,542,5,0,+1,11,0,0,0,19,0,0,1,legitimate
+7837222707,2024-05-10 05:30:31,3,21,1,+78,10,0,0,0,5,0,1,5,spam
+18775749946,2024-06-13 10:32:11,36,1,0,+1,11,1,0,0,10,0,0,2,legitimate
+14159120689,2024-07-14 04:00:07,2,27,0,+1,11,0,0,0,4,1,0,18,robocall
+19861111111,2024-09-17 09:53:57,4,10,0,+1,11,0,0,1,9,0,1,3,spoofed
+14156117427,2024-03-04 20:25:40,0,26,0,+1,11,0,0,0,20,0,0,0,robocall
+10123456789,2024-01-14 00:17:42,4,7,0,+1,11,0,0,1,0,1,1,10,spoofed
+18663772563,2024-03-03 16:05:17,4,19,0,+1,11,1,0,0,16,1,0,9,robocall
+14156582751,2024-04-15 12:59:44,336,5,0,+1,11,0,0,0,12,0,0,2,legitimate
+17265404406,2024-10-03 13:33:45,4,16,0,+1,11,0,0,0,13,0,0,1,voip_fraud
+18885142525,2024-07-05 07:15:37,551,2,0,+1,11,1,0,0,7,0,0,1,legitimate
+19766741793,2024-08-05 07:32:46,8,13,0,+1,11,0,1,0,7,0,0,7,robocall
+12009994116,2024-07-04 16:06:40,4,3,0,+1,11,0,0,0,16,0,1,7,spoofed
+14041060191,2024-07-19 11:31:45,466,5,0,+1,11,0,0,0,11,0,0,0,legitimate
+19763942511,2024-09-04 12:00:42,96,3,0,+1,11,0,1,0,12,0,0,0,legitimate
+17022584374,2024-12-21 10:12:24,4,12,0,+1,11,0,0,0,10,1,0,4,robocall
+18722141471,2024-10-23 10:31:30,8,17,0,+1,11,0,0,0,10,0,0,1,voip_fraud
+13121622557,2024-09-11 04:40:26,288,3,0,+1,11,0,0,0,4,0,0,1,legitimate
+17024267355,2024-05-02 07:50:00,1,42,0,+1,11,0,0,0,7,0,0,10,robocall
+13469091205,2024-02-27 07:33:34,5,4,0,+1,11,0,0,0,7,0,0,0,voip_fraud
+12121980525,2024-02-11 06:06:07,278,4,0,+1,11,0,0,0,6,1,0,2,legitimate
+668814326091,2024-08-05 01:02:36,10,28,1,+66,12,0,0,0,1,0,1,20,spam
+18664274314,2024-07-18 18:51:06,561,3,0,+1,11,1,0,0,18,0,0,1,legitimate
+13053483682,2024-10-24 15:12:29,245,4,0,+1,11,0,0,0,15,0,0,1,legitimate
+16176467463,2024-07-11 08:52:50,432,3,0,+1,11,0,0,0,8,0,0,0,legitimate
+18008030841,2024-01-30 09:17:22,1016,2,0,+1,11,1,0,0,9,0,0,1,premium_rate
+18886749329,2024-11-11 07:31:27,408,1,0,+1,11,1,0,0,7,0,0,0,legitimate
+3808207373,2024-03-25 05:13:14,6,20,1,+38,10,0,0,0,5,0,1,0,spam
+12009998543,2024-03-21 18:55:51,1,2,0,+1,11,0,0,0,18,0,1,2,spoofed
